Rank (of 411),School,Type,Grades,Address,City,Zip,Is Charter,Is Magnet,Is Virtual,Is Title I,Phone
224,Henry P. Becton Regional High School,Public,12-Sep,120 Paterson Avenue,East Rutherford,7073,No,(n/a),No,Yes,(201) 935-3007
225,Barnegat High School,Public,12-Sep,180 Bengal Blvd,Barnegat,8005,No,(n/a),No,No,(609) 660-7510
226,Middlesex County Vocational School Piscataway,Public,12-Sep,21 Suttons Lane,Piscataway,8854,No,(n/a),No,Yes,(732) 985-0717
227,Salem County Career and Technical High School,Public,12-Sep,880 Route 45,Woodstown,8098,No,(n/a),No,No,(856) 769-0101
228,Carteret High School,Public,12-Sep,199 Washington Avenue,Carteret,7008,No,(n/a),No,No,(732) 541-8960
229,Southern Regional High School,Public,12-Sep,90 Cedar Bridge Road,Manahawkin,8050,No,(n/a),No,Yes,(609) 597-9481
230,South River High School,Public,12-Sep,11 Montgomery Street,South River,8882,No,(n/a),No,Yes,(732) 613-4014
231,Lower Cape May Regional High School,Public,12-Sep,687 Rt 9,Cape May,8204,No,(n/a),No,Yes,(609) 884-3475
232,Passaic Valley Regional High School,Public,12-Sep,170 East Main Street,Little Falls,7424,No,(n/a),No,Yes,(973) 890-2500
233,Gateway Regional High School,Public,12-Jul,775 Tanyard Rd,Woodbury Hts,8096,No,(n/a),No,Yes,(856) 848-8200
234,Roselle Park High School,Public,12-Sep,185 W Webster Ave,Roselle Park,7204,No,(n/a),No,Yes,(908) 241-4550
235,Hamilton East - Steinert,Public,12-Sep,2900 Klockner Road,Hamilton,8690,No,(n/a),No,No,(609) 631-4150
236,Dwight Morrow High School/Academies@Englewood,Public,12-Sep,274 Knickerbocker Rd,Englewood,7631,No,(n/a),No,Yes,(201) 862-6039
237,High Point Regional High School District,Public,12-Sep,299 Pidgeon Hill Road,Sussex,7461,No,(n/a),No,Yes,(973) 875-3101
238,Clifton High School,Public,12-Sep,333 Colfax Avenue,Clifton,7013,No,(n/a),No,No,(973) 470-2312
239,Newton High School,Public,12-Sep,44 Ryerson Avenue,Newton,7860,No,(n/a),No,No,(973) 383-7573
240,North Arlington High School,Public,12-Sep,222 Ridge Road,North Arlington,7031,No,(n/a),No,Yes,(201) 991-6800
241,Central Regional High School,Public,12-Sep,509 Forest Hills Parkway,Bayville,8721,No,(n/a),No,Yes,(732) 269-1100
242,North Brunswick Township High School,Public,12-Sep,98 Raider Road,North Brunswick,8902,No,(n/a),No,No,(732) 289-3702
243,Brick Township Memorial High School,Public,12-Sep,2001 Lanes Mill Rd,Brick,8724,No,(n/a),No,No,(732) 785-3000
244,Bloomfield High School,Public,12-Sep,160 Broad Street,Bloomfield,7003,No,(n/a),No,Yes,(973) 680-8500
245,Burlington County Institute of Technology - Westampton,Public,12-Sep,695 Woodlane Road,Westampton,8060,No,(n/a),No,Yes,(609) 267-4226
246,Audubon Junior/Senior High School,Public,12-Jul,350 Edgewood Avenue,Audubon,8106,No,(n/a),No,Yes,(856) 547-7695
247,Lacey Township High School,Public,12-Sep,73 Haines Street,Lanoka Harbor,8734,No,(n/a),No,No,(609) 971-2020
248,Memorial Senior High School,Public,12-Sep,375 River Dr,Elmwood Park,7407,No,(n/a),No,No,(201) 796-8700
249,Bordentown Regional High School,Public,12-Sep,318 Ward Ave,Bordentown,8505,No,(n/a),No,No,(609) 298-0025
250,Dover High School,Public,12-Sep,100 Grace Street,Dover,7801,No,(n/a),No,Yes,(973) 989-2010
251,Hawthorne High School,Public,12-Sep,160 Parmelee Avenue,Hawthorne,7506,No,(n/a),No,No,(973) 423-6415
252,Seneca High School,Public,12-Sep,110 Carranza Road,Tabernacle,8088,No,(n/a),No,Yes,(609) 268-4600
253,Sayreville War Memorial High School,Public,12-Sep,820 Washington Road,Parlin,8859,No,(n/a),No,No,(732) 525-5252
254,Florence Township Memorial High School,Public,12-Sep,1050 Cedar Lane,Burlington,8016,No,(n/a),No,Yes,(609) 499-4620
255,Palmyra High School,Public,12-Jul,5th & Weart Boulevard,Palmyra,8065,No,(n/a),No,Yes,(856) 786-9400
256,Manville High School,Public,12-Sep,1100 Brooks Boulevard,Manville,8835,No,(n/a),No,No,(908) 231-6806
257,Wallkill Valley Regional High School,Public,12-Sep,10 Grumm Road,Hamburg,7419,No,(n/a),No,Yes,(973) 827-4100
258,Delsea Regional High School,Public,12-Sep,242 Fries Mill Rd,Franklinville,8322,No,(n/a),No,Yes,(856) 694-0100
259,Hoboken High School,Public,12-Sep,Ninth & Clinton Sts,Hoboken,7030,No,(n/a),No,Yes,(201) 356-3701
260,The Barack Obama Green Charter High School,"Public, Charter",12-Sep,35 Watchung ave,Plainfield,7060,Yes,(n/a),No,Yes,(877) 643-4064
261,Cedar Creek High School,Public,12-Sep,1701 New York Ave.,Egg Harbor City,8215,No,(n/a),No,Yes,(609) 593-3560
262,Timber Creek Regional High School,Public,12-Sep,501 Jarvis Road,Erial,8081,No,(n/a),No,No,(856) 232-9703
263,Dunellen High School,Public,12-Sep,411 First Street,Dunellen,8812,No,(n/a),No,Yes,(732) 968-0885
264,Highland Regional High School,Public,12-Sep,450 Erial Road,Blackwood,8012,No,(n/a),No,Yes,(609) 227-4100
265,Middletown High School North,Public,12-Sep,63 Tindall Road,Middletown,7748,No,(n/a),No,No,(732) 706-6061
266,Howell High School,Public,12-Sep,405 Squankum Yellowbrook Road,Farmingdale,7727,No,(n/a),No,No,(732) 919-2131
267,Burlington Township High School,Public,12-Sep,610 Fountain Avenue,Burlington,8016,No,(n/a),No,Yes,(609) 387-1713
268,Cherry Hill High School West,Public,12-Sep,2101 Chapel Ave.,Cherry Hill,8034,No,(n/a),No,Yes,(856) 663-8006
269,Toms River High School South,Public,12-Sep,55 Hyers Street,Toms River,8753,No,(n/a),No,No,(732) 505-5738
270,Middlesex County Vocational School East Brunswick,Public,12-Sep,112 Rues Lane,East Brunswick,8816,No,(n/a),No,No,(732) 254-8700
271,Jackson Liberty High School,Public,12-Sep,125 North Hope Chapel Road,Jackson,8527,No,(n/a),No,No,(732) 833-4700
272,Camden County Technical School-Pennsauken,Public,12-Sep,6008 Browning Road,Pennsauken,8109,No,(n/a),No,Yes,(856) 663-1040
273,Passaic County-Manchester Regional High School,Public,12-Sep,70 Church Street,Haledon,7508,No,(n/a),No,Yes,(973) 389-2821
274,Colonia High School,Public,12-Sep,East Street,Colonia,7067,No,(n/a),No,No,(732) 726-7060
275,Maple Shade High School,Public,12-Jul,180 Frederick Ave,Maple Shade,8052,No,(n/a),No,Yes,(856) 779-2880
276,Sussex County Technical School,Public,12-Sep,105 North Church Road,Sparta,7871,No,(n/a),No,Yes,(973) 383-6700
277,Washington Township High School,Public,12-Sep,519 Hurffville Crosskeys Rd,Sewell,8080,No,(n/a),No,No,(856) 589-8500
278,Garfield High School,Public,12-Sep,500 Palisade Ave,Garfield,7026,No,(n/a),No,Yes,(973) 340-5010
279,Orange High School,Public,12-Sep,400 Lincoln Ave,Orange,7050,No,(n/a),No,Yes,(973) 677-4050
280,Weehawken High School,Public,12-Jul,53 Liberty Place,Weehawken,7086,No,(n/a),No,Yes,(201) 422-6130
281,School of Health Science,Public,12-Sep,5-7 Colt St,Paterson,7505,No,(n/a),No,Yes,(973) 321-0560
282,William L Dickinson High School,Public,12-Sep,2 Palisade Ave,Jersey City,7306,No,(n/a),No,Yes,(201) 714-4400
283,Jackson Memorial High School,Public,12-Sep,101 Don Connor Boulevard,Jackson,8527,No,(n/a),No,No,(732) 833-4670
284,American History High School,Public,12-Jul,74 Montgomery St,Newark,7103,No,(n/a),No,Yes,(973) 733-7333
285,Essex County West Caldwell Technical,Public,12-Sep,620 Passaic Ave,West Caldwell,7006,No,(n/a),No,Yes,(973) 412-2205
286,Belleville High School,Public,12-Sep,100 Passaic Ave,Belleville,7109,No,(n/a),No,Yes,(973) 532-5012
287,Delran High School,Public,12-Sep,50 Hartford Road,Delran,8075,No,(n/a),No,No,(856) 461-6100
288,West Milford High School,Public,12-Sep,67 Highlander Drive,West Milford,7480,No,(n/a),No,No,(973) 838-6515
289,Harrison High School,Public,12-Sep,401 Kingsland Avenue,Harrison,7029,No,(n/a),No,Yes,(973) 482-5050
290,Kearny High School,Public,12-Sep,336 Devon St,Kearny,7032,No,(n/a),No,No,(201) 955-5050
291,Palisades Park Junior-Senior High School,Public,12-Jul,Veterans Plaza,Palisades Park,7650,No,(n/a),No,Yes,(201) 941-1100
292,Hopatcong High School,Public,12-Sep,2A Windsor Ave,Hopatcong,7843,No,(n/a),No,No,(973) 398-8803
293,South Amboy Middle/High School,Public,12-Jun,200 Governor Harold G Hoffman,South Amboy,8879,No,(n/a),No,Yes,(732) 316-7669
294,Plainfield Academy For The Arts & Advanced Studies,Public,12-Jul,1700 West Front St,Plainfield,7063,No,(n/a),No,No,(908) 731-4421
295,Middlesex County Vocational School Perth Amboy,Public,12-Sep,457 High Street,Perth Amboy,8861,No,(n/a),No,Yes,(732) 376-6300
296,North Plainfield Middle School,Public,12-Sep,34 Wilson Avenue,North Plainfield,7060,No,(n/a),No,No,(908) 769-6040
297,Willliamstown High School,Public,12-Sep,700 N Tuckahoe Rd,Williamstown,8094,No,(n/a),No,No,(856) 262-8200
298,Long Branch High School,Public,12-Sep,404 Indiana Avenue,Long Branch,7740,No,(n/a),No,Yes,(732) 229-7300
299,Chartertech High School for the Performing Arts,"Public, Charter",12-Sep,413 New Road,Somers Point,8244,Yes,(n/a),No,Yes,(609) 926-7694
300,Cape May County Technical High SChool,Public,12-Sep,188 Crest Haven Rd,Cape May Court House,8210,No,(n/a),No,Yes,(609) 380-0200
301,Raritan High School,Public,12-Sep,419 Middle Road,Hazlet,7730,No,(n/a),No,No,(732) 264-8411
302,Memorial High School,Public,12-Sep,5501 Park Ave,West New York,7093,No,(n/a),No,Yes,(201) 553-4110
303,Pennsville Memorial High School,Public,12-Sep,110 S Broadway,Pennsville,8070,No,(n/a),No,No,(856) 540-6200
304,Linden High School,Public,12-Sep,121 W St George Ave,Linden,7036,No,(n/a),No,No,(908) 486-5432
305,Deptford Township High School,Public,12-Sep,575 S Fox Run Rd,Deptford,8096,No,(n/a),No,Yes,(856) 232-2713
306,Haddon Heights Junior/Senior High School,Public,12-Jul,301 Second Avenue,Haddon Heights,8035,No,(n/a),No,Yes,(856) 547-1920
307,Triton Regional High School,Public,12-Sep,250 Schubert Ave,Runnemede,8078,No,(n/a),No,Yes,(856) 939-4500
308,David Brearley Middle/High School,Public,12-Jul,401 Monroe Avenue,Kenilworth,7033,No,(n/a),No,No,(908) 931-9696
309,Burlington County Institute of Technology - Medford,Public,12-Sep,10 Hawkin Road,Medford,8055,No,(n/a),No,Yes,(609) 654-0200
310,Burlington City High School,Public,12-Jul,100 Blue Devil WAy,Burlington,8016,No,(n/a),No,Yes,(609) 387-5800
311,Thomas Jefferson Arts Academy,Public,12-Sep,27 Martin Luther King Jr Plaza,Elizabeth,7201,No,(n/a),No,Yes,(908) 436-6767
312,Perth Amboy High School,Public,12-Sep,300 Eagle Ave,Perth Amboy,8861,No,(n/a),No,Yes,(732) 376-6030
313,UPLIFT Academy,Public,12-Sep,150 Newton St,Newark,7103,No,(n/a),No,Yes,(973) 424-4391
314,International High School,Public,12-Sep,200 Grand Street,Paterson,7501,No,(n/a),No,Yes,(973) 321-2280
315,University High School,Public,12-Jul,55 Clinton Pl,Newark,7108,No,(n/a),No,Yes,(973) 374-3190
316,Manchester Township High School,Public,12-Sep,101 S Colonial Dr,Manchester,8759,No,(n/a),No,No,(732) 657-2121
317,Arthur L. Johnson High School,Public,12-Sep,365 Westfield Avenue,Clark,7066,No,(n/a),No,Yes,(732) 382-0910
318,Oakcrest High School,Public,12-Sep,1824 Dr Dennis Foreman Drive,Mays Landing,8330,No,(n/a),No,Yes,(609) 909-2600
319,Henry Snyder High School,Public,12-Sep,239 Bergen Ave,Jersey City,7305,No,(n/a),No,Yes,(201) 915-6600
320,Rosa L. Parks School of Fine and Performing Arts,Public,12-Sep,413 12th Avenue,Paterson,7514,No,(n/a),No,Yes,(973) 321-0520
321,Hillside High School,Public,12-Sep,1085 Liberty Ave,Hillside,7205,No,(n/a),No,Yes,(908) 352-7664
322,Middle Township High School,Public,12-Sep,300 East Atlantic Avenue,Cape May Court House,8210,No,(n/a),No,Yes,(609) 465-1852
323,Abraham Clark High School,Public,12-Sep,122 East 6th Ave,Roselle,7203,No,(n/a),No,Yes,(908) 298-2000
324,Hamilton West-Watson,Public,12-Sep,2720 South Clinton Avenue,Hamilton,8610,No,(n/a),No,No,(609) 631-4168
325,Hamilton North - Nottingham,Public,12-Sep,1055 Klockner Road,Hamilton,8619,No,(n/a),No,No,(609) 631-4161
326,North Bergen High School,Public,12-Sep,7417 Kennedy Blvd,North Bergen,7047,No,(n/a),No,No,(201) 295-2800
327,New Brunswick High School,Public,12-Sep,1000 Somerset St,New Brunswick,8901,No,(n/a),No,Yes,(732) 745-5300
328,Peoples Preparatory Charter School,"Public, Charter",12-Sep,321 Bergen Street,Newark,7103,Yes,(n/a),No,Yes,(973) 622-1790
329,Academy for Urban Leadership Charter School,"Public, Charter",12-Jul,612 Amboy Ave,Perth Amboy,8861,Yes,(n/a),No,Yes,(848) 203-3742
330,Glassboro High School,Public,12-Sep,560 Joseph L Bowe Blvd,Glassboro,8028,No,(n/a),No,Yes,(856) 652-2700
331,Buena Regional High School,Public,12-Sep,125 Weymouth Road,Buena,8310,No,(n/a),No,No,(856) 697-2400
332,Warren County Vocational Technical School,Public,12-Sep,1500 Route 57,Washington,7882,No,(n/a),No,Yes,(908) 689-0122
333,Leap Academy University Charter School,"Public, Charter, Alternative",K-12,130 North Broadway,Camden,8102,Yes,(n/a),No,Yes,(856) 614-0400
334,Sterling High School,Public,12-Sep,501 South Warwick Road,Somerdale,8083,No,(n/a),No,Yes,(856) 784-1333
335,Keyport High School,Public,12-Sep,351 Broad Street,Keyport,7735,No,(n/a),No,Yes,(732) 212-6100
336,Ewing High School,Public,12-Sep,900 Parkway Ave,Ewing,8618,No,(n/a),No,Yes,(609) 538-9800
337,Bound Brook High School,Public,12-Sep,111 West Union Avenue,Bound Brook,8805,No,(n/a),No,No,(732) 652-7950
338,Lincoln High School,Public,12-Sep,60 Crescent Ave,Jersey City,7304,No,(n/a),No,Yes,(201) 915-6700
339,Pemberton Township High School,Public,12-Sep,148 Arneys Mount Road,Pemberton,8068,No,(n/a),No,No,(609) 893-8141
340,James J Ferris High School,Public,12-Sep,35 Colgate St,Jersey City,7302,No,(n/a),No,Yes,(201) 915-6660
341,Arthur P. Schalick High School,Public,12-Sep,718 Centerton Road,Pittsgrove,8318,No,(n/a),No,Yes,(856) 358-2054
342,Winslow Township High School,Public,12-Sep,10 Cooper Folly Road,Atco,8004,No,(n/a),No,Yes,(856) 767-1850
343,Academy Charter High School,"Public, Charter",12-Sep,1725 Main Street,Lake Como,7719,Yes,(n/a),No,Yes,(732) 681-8377
344,Academy of Technology Design,Public,12-Sep,525 Montgomery Street,Jersey City,7302,No,(n/a),No,Yes,(201) 631-6331
345,Clayton High School,Public,12-Sep,55 Pop Kramer Blvd,Clayton,8312,No,(n/a),No,Yes,(856) 881-8701
346,Creative Arts Morgan Village Academy,Public,12-Jun,990 Morgan Boulevard,Camden,8104,No,(n/a),No,Yes,(856) 966-6267
347,Woodbury Junior-Senior High School,Public,12-Jun,25 N. Broad Street,Woodbury,8096,No,(n/a),No,Yes,(856) 853-0123
348,Cumberland Regional High School,Public,12-Sep,90 Silver Lake Road,Bridgeton,8302,No,(n/a),No,Yes,(856) 451-9400
349,School Of Earth And Space Science,Public,12-Sep,201 Memorial Drive,Paterson,7505,No,(n/a),No,Yes,(973) 321-2290
350,Penns Grove High School,Public,12-Sep,334 Harding Highway,Carneys Point,8069,No,(n/a),No,Yes,(856) 299-6300
351,Woodbridge High School,Public,12-Sep,25 Samuel Lupo Place,Woodbridge,7095,No,(n/a),No,No,(732) 602-8600
352,Marion P. Thomas Charter School,"Public, Charter, Alternative","PK, KG-12",88-108 Shipman Street,Newark,7102,Yes,(n/a),No,Yes,(973) 621-0060
353,Atlantic City High School,Public,12-Sep,1400 N Albany Avenue,Atlantic City,8401,No,(n/a),No,Yes,(609) 343-7300
354,M.E.T.S. Charter School,"Public, Charter",12-Jun,211 Sherman Ave,Jersey City,7307,Yes,(n/a),No,Yes,(201) 526-8500
355,Paterson Charter School for Science/Technology,"Public, Charter, Alternative",K-12,196 West Railway Avenue,Paterson,7503,Yes,(n/a),No,Yes,(973) 247-0600
356,Overbrook Senior High School,Public,12-Sep,1200 Turnersville Road,Pine Hill,8021,No,(n/a),No,Yes,(856) 767-8000
357,Garrett Morgan Academy,Public,12-Sep,200 Grand Street,Paterson,7501,No,(n/a),No,Yes,(973) 321-2540
358,Lindenwold High School,Public,12-Sep,801 Egg Harbor Road,Lindenwold,8021,No,(n/a),No,Yes,(856) 741-0320
359,Pennsauken High School,Public,12-Sep,800 Hylton Road,Pennsauken,8110,No,(n/a),No,Yes,(856) 662-8500
360,University Academy Charter High School,"Public, Charter",12-Sep,275 West Side Avenue,Jersey City,7305,Yes,(n/a),No,Yes,(201) 200-3200
361,East Side High School,Public,12-Sep,238 Van Buren St,Newark,7105,No,(n/a),No,Yes,(973) 465-4900
362,Salem High School,Public,12-Sep,219 Walnut St,Salem,8079,No,(n/a),No,Yes,(856) 935-3900
363,Neptune High School,Public,12-Sep,55 Neptune Boulevard,Neptune,7753,No,(n/a),No,No,(732) 776-2200
364,Dr. Charles E. Brimm Medical Arts High School,Public,12-Sep,1626 Copewood Street,Camden,8103,No,(n/a),No,Yes,(856) 966-2500
365,Wildwood High School,Public,12-Sep,4300 Pacific Ave,Wildwood,8260,No,(n/a),No,Yes,(609) 522-7922
366,Rahway High School,Public,12-Sep,1012 Madison Ave,Rahway,7065,No,(n/a),No,No,(732) 396-1090
367,Vineland Senior High School,Public,12-Sep,2880 E Chestnut Ave,Vineland,8360,No,(n/a),No,Yes,(856) 794-6800
368,Passaic High School No. 12,Public,12-Sep,170 Paulison Ave.,Passaic,7055,No,(n/a),No,Yes,(973) 470-5600
369,Lakewood High School,Public,12-Sep,855 Somerset Avenue,Lakewood,8701,No,(n/a),No,Yes,(732) 905-3500
370,Asbury Park High School,Public,12-Sep,1001 Sunset Avenue,Asbury Park,7712,No,(n/a),No,Yes,(732) 776-2638
371,Bridgeton High School,Public,12-Sep,111 N West Avenue,Bridgeton,8302,No,(n/a),No,Yes,(856) 455-8030
372,Irvington High School,Public,12-Sep,1253 Clinton Ave,Irvington,7111,No,(n/a),No,Yes,(973) 399-6897
373,Central High School,Public,12-Sep,250 18th Avenue,Newark,7103,No,(n/a),No,Yes,(973) 733-6378
374,Memorial High School,Public,12-Sep,504 East Broad Street,Millville,8332,No,(n/a),No,Yes,(856) 327-6072
375,Keansburg High School,Public,12-Sep,140 Port Monmouth Road,Keansburg,7734,No,(n/a),No,No,(732) 787-2007
376,Riverside High School,Public,12-Sep,112 E Washington Street,Riverside,8075,No,(n/a),No,No,(856) 461-1255
377,Malcolm X Shabazz High School,Public,12-Sep,80 Johnson Ave,Newark,7108,No,(n/a),No,Yes,(973) 733-6974
378,John E. Dwyer Technology Academy,Public,12-Sep,123 Pearl St,Elizabeth,7202,No,(n/a),No,Yes,(908) 436-6565
379,School Of Science Technology Engineering And Mathematics,Public,12-Sep,61-127 Preakness Avenue,Paterson,7502,No,(n/a),No,Yes,(973) 321-0500
380,Weequahic High School,Public,12-Sep,279 Chancellor Ave,Newark,7112,No,(n/a),No,Yes,(973) 705-3923
381,Trenton Central High School - Main Campus,Public,12-Oct,171 Division Street,Trenton,8611,No,(n/a),No,Yes,(609) 278-7260
382,Ocean County Vocational Technical School Waretown Center,Public,12-Sep,423 Wells Mills Road,Waretown,8758,No,(n/a),No,Yes,(732) 286-5660
383,East Orange Campus High School,Public,12-Sep,344 Prospect Street,East Orange,7017,No,(n/a),No,Yes,(973) 266-7300
384,School Of Information Technology,Public,12-Sep,150 Park Avenue,Paterson,7501,No,(n/a),No,Yes,(973) 321-2490
385,Barringer Academy of S.T.E.A.M.,Public,12-Sep,90 Parker Street,Newark,7104,No,(n/a),No,Yes,(973) 268-5125
386,Essex Campus Academy,Public,12-Sep,369 Passaic Avenue,Fairfield,7004,No,(n/a),No,No,(973) 575-0469
387,Thomas A. Edison Career and Technical Academy,Public,12-Sep,625 Summer St,Elizabeth,7202,No,(n/a),No,Yes,(908) 436-6800
388,School Of Culinary Arts Hospitality And Tourism,Public,12-Sep,150 Park Avenue,Paterson,7501,No,(n/a),No,Yes,(973) 321-2489
389,Admiral William F. Halsey Junior Health & Public Safety Academy,Public,12-Sep,641 South Street,Elizabeth,7202,No,(n/a),No,Yes,(908) 436-6600
390,Eagle Academy for Young Men of Newark,Public,12-May,279 Chancellor Avenue,Newark,7112,No,(n/a),No,Yes,(973) 733-1234
391,Plainfield High School,Public,12-Sep,950 Park Avenue,Plainfield,7060,No,(n/a),No,Yes,(908) 731-4390
392,Willingboro High School,Public,12-Sep,20 Jfk Way,Willingboro,8046,No,(n/a),No,Yes,(609) 835-8800
393,Camden High School,Public,12-Sep,1875 Park Boulevard,Camden,8103,No,(n/a),No,Yes,(856) 966-5100
394,School of Government and Public Administration,Public,12-Sep,150 Park Avenue,Paterson,7501,No,(n/a),No,Yes,(973) 321-2488
395,Millville Senior High School,Public,12-Sep,200 Wade Blvd,Millville,8332,No,(n/a),No,Yes,(856) 327-6040
396,Paulsboro High School,Public,12-Sep,670 N Delaware St,Paulsboro,8066,No,(n/a),No,Yes,(856) 423-2222
397,School Of Education And Training,Public,12-Sep,61-127 Preakness Avenue,Paterson,7502,No,(n/a),No,Yes,(973) 321-0500
398,Pleasantville High School,Public,12-Sep,701 Mill Road,Pleasantville,8232,No,(n/a),No,Yes,(609) 383-6900
399,School of Business Technology Marketing and Finance,Public,12-Sep,61-127 Preakness Avenue,Paterson,7502,No,(n/a),No,Yes,(973) 321-0500
400,Barringer Arts High School,Public,12-Sep,90 Parker St,Newark,7104,No,(n/a),No,Yes,(973) 268-5125
401,Woodrow Wilson High School,Public,12-Sep,3100 Federal Street,Camden,8105,No,(n/a),No,Yes,(856) 966-5300
402,Camden Big Picture Learning Academy,Public,12-Jun,1725 Park Boulevard,Camden,8103,No,(n/a),No,Yes,(856) 966-5122
403,Daylight/Twilight High School,Public,12-Sep,501 Edgewood Avenue,Trenton,8618,No,(n/a),No,Yes,(609) 656-4850
404,School Of Architecture And Construction Trades,Public,12-Sep,61-127 Preakness Avenue,Paterson,7502,No,(n/a),No,Yes,(973) 321-0500
405,Knowledge Advanced Skills,Public,12-Sep,1 High Tech Way,Secaucus,7094,No,(n/a),No,Yes,(201) 662-6801
406,Middlesex County Vocational School East Bruns. School of Career Develop,Public,12-Sep,112 Rues Lane,East Brunswick,8816,No,(n/a),No,No,(732) 257-7715
407,Alternative High School,Public,12-Jun,350 Market Street,Paterson,7501,No,(n/a),No,No,(973) 321-0570
408,Essex High School,Public,12-Sep,520 Pompton Avenue,Cedar Grove,7009,No,(n/a),No,No,(973) 815-1389
409,Alternative High School,Public,12-Sep,45 Ranoldo Terrace,Cherry Hill,8034,No,(n/a),No,Yes,(856) 427-4311
410,Burlington County Alternative High School,Public,12-Jun,1020 Briggs Road,Mount Laurel,8054,No,(n/a),No,No,(609) 894-9311
411,Hope Academy,Public,12-Sep,266 Harrison Street,Passaic,7055,No,(n/a),No,No,(973) 928-1509
